Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
32305;Saint-Germain - Verdun;OUI;30;23;6;0;6;OUI;OUI;2025-10-24T18:56:37+00:00;48.882877330093, 2.4331868384644;Romainville;93063;
1201;Perrault - Place du Louvre;OUI;28;5;22;19;3;OUI;OUI;2025-10-24T18:56:00+00:00;48.860273568996, 2.3412468419093;Paris;75056;
21954;Val-Fleury;OUI;23;12;11;10;1;OUI;OUI;2025-10-24T18:56:22+00:00;48.807671407991, 2.2407217696309;Meudon;92048;
24010;Charles de Gaulle - Rue de l'Alma;OUI;28;11;15;5;10;OUI;OUI;2025-10-24T18:53:34+00:00;48.896620592993, 2.252313240191;Courbevoie;92026;
22507;Châteaudun - Place de la Liberté;OUI;26;7;19;18;1;OUI;OUI;2025-10-24T18:58:51+00:00;48.90970830301211, 2.2454486480600626;La Garenne-Colombes;92035;
41101;Paul Doumer - Stalingrad;OUI;24;22;2;1;1;OUI;OUI;2025-10-24T18:55:17+00:00;48.806518992199, 2.3368880152702;Arcueil;94003;
11201;Faubourg St-Antoine - Place de la Nation;OUI;16;9;7;3;4;OUI;OUI;2025-10-24T18:57:00+00:00;48.8487726, 2.393606;Paris;75056;
20030;Ménilmontant - Père Lachaise;OUI;41;23;13;8;5;OUI;OUI;2025-10-24T18:59:05+00:00;48.863287291502, 2.3869940266013;Paris;75056;
22602;Place Henri Dunant - Gare RER;OUI;31;19;12;9;3;OUI;OUI;2025-10-24T18:55:49+00:00;48.788093281931, 2.2909234046643;Fontenay-aux-Roses;92032;
16140;Hippodrome de Longchamp;OUI;30;21;6;4;2;OUI;OUI;2025-10-24T18:56:05+00:00;48.86413226532, 2.239905372262;Paris;75056;
12106;Gare de Lyon - Roland Barthes;OUI;68;7;58;48;10;OUI;OUI;2025-10-24T18:59:00+00:00;48.84395729494058, 2.3790882155299187;Paris;75056;
3201;Payenne - Square George Caïn;OUI;24;6;13;5;8;OUI;OUI;2025-10-24T18:58:22+00:00;48.8578329, 2.3622643;Paris;75056;
12165;Champs de Manoeuvre - Cartoucherie;OUI;35;27;8;6;2;OUI;OUI;2025-10-24T18:58:49+00:00;48.835261, 2.447974;Paris;75056;
15032;Félix Faure - Lourmel;OUI;58;10;48;45;3;OUI;OUI;2025-10-24T18:58:07+00:00;48.83868901709515, 2.2818081825971603;Paris;75056;
22018;Charles de Gaulle - Les Sablons;OUI;35;22;12;11;1;OUI;OUI;2025-10-24T18:56:43+00:00;48.880987514929, 2.2715748726513;Neuilly-sur-Seine;92051;
20037;Gambetta - Saint Fargeau;OUI;24;20;4;1;3;OUI;OUI;2025-10-24T18:56:47+00:00;48.871244610447015, 2.4039056897163396;Paris;75056;
21320;Président Roosevelt - Rouget de Lisle;OUI;40;23;17;12;5;OUI;OUI;2025-10-24T18:59:15+00:00;48.83047518749, 2.2616135525345;Issy-les-Moulineaux;92040;
19045;Macdonald - Césaria Evora;OUI;67;60;1;0;1;OUI;OUI;2025-10-24T18:55:52+00:00;48.89883, 2.37933;Paris;75056;
11001;Richard Lenoir - Place de la Bastille;OUI;53;1;52;47;5;OUI;OUI;2025-10-24T18:59:07+00:00;48.8538327, 2.3697222;Paris;75056;
22302;Gare RER - Général de Gaulle;OUI;41;19;18;15;3;OUI;OUI;2025-10-24T18:54:48+00:00;48.933548439566, 2.3064726536317;Gennevilliers;92036;
9035;Gare Saint-Lazare - Place de Budapest;OUI;44;32;9;4;5;OUI;OUI;2025-10-24T18:50:37+00:00;48.877753, 2.327339;Paris;75056;
48011;Epi d'Or - Chevilly;OUI;20;16;3;1;2;OUI;OUI;2025-10-24T18:58:49+00:00;48.781109786782, 2.3549050362061;Villejuif;94076;
17127;Porte de Clichy - Place des Nations Unies;OUI;40;16;23;15;8;OUI;OUI;2025-10-24T18:55:35+00:00;48.896737263309504, 2.310542999196392;Paris;75056;
34009;Dora Maar - Nadia Guendouz;OUI;30;15;13;4;9;OUI;OUI;2025-10-24T18:58:28+00:00;48.905452421305, 2.3220406472683;Saint-Ouen-sur-Seine;93070;
26008;Henri Barbusse - Bourguignons;OUI;34;15;12;10;2;OUI;OUI;2025-10-24T18:59:11+00:00;48.91301722799713, 2.2734212270774417;Asnières-sur-Seine;92004;
41304;Port - Maurice Chevalier;OUI;30;17;14;11;3;OUI;OUI;2025-10-24T18:53:01+00:00;48.832474421632, 2.490257616467;Nogent-sur-Marne;94052;
34012;Bateliers - Quai de Seine;OUI;26;12;12;9;3;OUI;OUI;2025-10-24T18:58:19+00:00;48.915817585516, 2.3239533298594;Saint-Ouen-sur-Seine;93070;
7007;Musée d'Orsay;OUI;65;28;35;32;3;OUI;OUI;2025-10-24T18:58:10+00:00;48.859726157909, 2.3258604481816;Paris;75056;
23204;Roland Garros - Jean Bouin;OUI;28;20;8;1;7;OUI;OUI;2025-10-24T18:56:56+00:00;48.809460857173, 2.2853198638301;Châtillon;92020;
22208;Stalingrad - Barbara;OUI;20;16;4;2;2;OUI;OUI;2025-10-24T18:55:29+00:00;48.809223658808, 2.3175904558822;Bagneux;92007;
21514;Place de la Paix - Abbé Saint-Pierre;OUI;24;7;16;8;8;OUI;OUI;2025-10-24T18:58:43+00:00;48.86462724459225, 2.2047570338469806;Suresnes;92073;
45005;Stalingrad - Général de Gaulle;OUI;26;5;21;8;13;OUI;OUI;2025-10-24T18:58:15+00:00;48.823450589614, 2.4965062363218;Champigny-sur-Marne;94017;
10026;Gare de l'Est - Chateau Landon;OUI;59;48;8;4;4;OUI;OUI;2025-10-24T18:58:28+00:00;48.879305, 2.362424;Paris;75056;
22305;Jean Jaurès - Place du Dr Roux;OUI;35;15;17;16;1;OUI;OUI;2025-10-24T18:57:05+00:00;48.927567032796, 2.2947337017374;Gennevilliers;92036;
18026;Ruisseau - Ordener;OUI;35;29;2;0;2;OUI;OUI;2025-10-24T18:58:37+00:00;48.89299462568024, 2.340144887566567;Paris;75056;
25010;Maréchal Leclerc de Hauteclocque - Marché Buzenval;OUI;30;20;9;6;3;OUI;OUI;2025-10-24T18:56:25+00:00;48.858446, 2.192077;Rueil-Malmaison;92063;
20112;Jourdain - Place des Grandes Rigoles;OUI;1;1;0;0;0;NON;NON;2025-02-21T07:34:23+00:00;48.874031137272, 2.3895947635174;Paris;75056;
23205;Parc des Pierrettes;OUI;23;21;1;0;1;OUI;OUI;2025-10-24T18:58:39+00:00;48.7973062, 2.2909969;Châtillon;92020;
31201;Suzanne Masson;OUI;37;19;18;18;0;OUI;OUI;2025-10-24T18:53:59+00:00;48.923306888013, 2.3847292397611;La Courneuve;93027;
32023;Guy Môquet - Jean Moulin;OUI;30;6;22;8;14;OUI;OUI;2025-10-24T18:52:20+00:00;48.940931521020836, 2.363948999931771;Saint-Denis;93066;
15013;Volontaires - Lecourbe;OUI;31;9;17;13;4;OUI;OUI;2025-10-24T18:57:02+00:00;48.84351378799, 2.3065522313118;Paris;75056;
23201;Avenir;OUI;45;34;8;2;6;OUI;OUI;2025-10-24T18:58:31+00:00;48.8103438, 2.3003776;Châtillon;92020;
13204;Tolbiac - Boussingault;OUI;41;39;1;0;1;OUI;OUI;2025-10-24T18:56:58+00:00;48.826177754027, 2.3420378552202;Paris;75056;
12001;Bastille - Biscornet;OUI;62;2;58;51;7;OUI;OUI;2025-10-24T18:58:34+00:00;48.851355779579, 2.369220033288;Paris;75056;
15062;Convention - Lourmel;OUI;36;0;35;33;2;OUI;OUI;2025-10-24T18:58:21+00:00;48.842055041656, 2.2859910875559;Paris;75056;
21327;Jean Bouin - Gouverneur Général Eboué;OUI;31;13;15;12;3;OUI;OUI;2025-10-24T18:57:54+00:00;48.824792734266, 2.2651904328524;Issy-les-Moulineaux;92040;
10114;Granges aux Belles - Hôpital Saint-Louis;OUI;60;54;6;2;4;OUI;OUI;2025-10-24T18:56:41+00:00;48.874794994841, 2.366669436985;Paris;75056;
23203;Division Leclerc - Kléber;OUI;25;24;1;1;0;OUI;OUI;2025-10-24T18:55:19+00:00;48.798666226364, 2.2833752789972;Châtillon;92020;
13203;Square de Choisy - Eastman;OUI;24;20;2;0;2;OUI;OUI;2025-10-24T18:57:07+00:00;48.828543456283, 2.3583075090494;Paris;75056;
17126;Hélène et François Missoffe - Emile Borel;OUI;32;20;11;6;5;OUI;OUI;2025-10-24T18:59:00+00:00;48.89990653843488, 2.321543991674844;Paris;75056;
13202;Place Farhat Hached;OUI;28;20;6;1;5;OUI;OUI;2025-10-24T18:59:15+00:00;48.825487045602, 2.3816306985827;Paris;75056;
34005;Adrien Lesesne - Docteur Bauer;OUI;30;7;22;10;12;OUI;OUI;2025-10-24T18:59:03+00:00;48.90263867304635, 2.348248063431511;Saint-Ouen-sur-Seine;93070;
21501;Pont de Suresnes;OUI;18;17;1;0;1;OUI;OUI;2025-10-24T18:52:36+00:00;48.867415092322, 2.2258946679617;Suresnes;92073;
26009;Marceau Delorme - Pierre Brossolette;OUI;28;1;24;22;2;OUI;OUI;2025-10-24T18:58:52+00:00;48.91206062860357, 2.295897423568745;Asnières-sur-Seine;92004;
18042;Place Pigalle;OUI;21;2;17;3;14;OUI;OUI;2025-10-24T18:57:11+00:00;48.8827555, 2.3361566;Paris;75056;
34008;Garibaldi - Gabriel Péri;OUI;30;11;18;8;10;OUI;OUI;2025-10-24T18:58:34+00:00;48.905741911394, 2.3316044208059;Saint-Ouen-sur-Seine;93070;
18041;Rochechouart - Martyrs;OUI;20;6;14;1;13;OUI;OUI;2025-10-24T18:59:14+00:00;48.882193779572, 2.3405495658517;Paris;75056;
31301;Gare RER;OUI;30;25;5;2;3;OUI;OUI;2025-10-24T18:54:28+00:00;48.896280181078, 2.4581568985227;Noisy-le-Sec;93053;
12157;Fabre d'Eglantine - Place de la Nation;OUI;68;56;12;5;7;OUI;OUI;2025-10-24T18:57:00+00:00;48.8471116, 2.3956204;Paris;75056;
31303;Simone Signoret - Paris;OUI;28;9;18;2;16;OUI;OUI;2025-10-24T18:57:27+00:00;48.903600624712865, 2.465406596265139;Noisy-le-Sec;93053;
35002;Jean Jaurès - Presles;OUI;31;22;3;2;1;OUI;OUI;2025-10-24T18:58:44+00:00;48.907134414988, 2.3960057280531;Pantin;93055;
15052;Convention - Vaugirard;OUI;62;30;29;26;3;OUI;OUI;2025-10-24T18:59:11+00:00;48.837676822332, 2.2955869260203;Paris;75056;
11102;Alexandre Dumas - Voltaire;OUI;74;66;6;4;2;OUI;OUI;2025-10-24T18:54:19+00:00;48.852888670365, 2.3891476408096;Paris;75056;
5107;Pontoise - La Tournelle;OUI;23;1;22;21;1;OUI;OUI;2025-10-24T18:59:11+00:00;48.850458009188, 2.3524542754922;Paris;75056;
8057;Hoche - Tilsitt;OUI;33;31;2;0;2;OUI;OUI;2025-10-24T18:52:12+00:00;48.874836457837, 2.2971323132515;Paris;75056;
17010;Jonquière - Docteur Paul Brousse;OUI;54;47;5;3;2;OUI;OUI;2025-10-24T18:58:34+00:00;48.894799816683985, 2.318705212173216;Paris;75056;
21213;Vanne - Général de Gaulle;OUI;25;23;2;0;2;OUI;OUI;2025-10-24T18:52:49+00:00;48.815007, 2.328318;Montrouge;92049;
18023;Ordener - Poissonniers;OUI;35;29;3;1;2;OUI;OUI;2025-10-24T18:58:12+00:00;48.891213890844654, 2.351288666219873;Paris;75056;
3004;Place de la République - Temple;OUI;18;0;13;9;4;OUI;OUI;2025-10-24T18:58:00+00:00;48.867211201859, 2.3635464370545;Paris;75056;
18024;Clignancourt - Ordener;OUI;35;24;10;7;3;OUI;OUI;2025-10-24T18:54:15+00:00;48.891457726153774, 2.348636478060487;Paris;75056;
15060;Place de la Montagne du Goulet;OUI;21;11;10;6;4;OUI;OUI;2025-10-24T18:55:17+00:00;48.8443415, 2.2773844;Paris;75056;
16006;Lauriston - Copernic;OUI;19;15;3;1;2;OUI;OUI;2025-10-24T18:58:17+00:00;48.86926, 2.289918;Paris;75056;
7023;Bourdonnais - Tour Eiffel;OUI;60;10;48;44;4;OUI;OUI;2025-10-24T18:59:04+00:00;48.860897797941, 2.295599598447;Paris;75056;
2108;Vivienne - Montmartre;OUI;54;17;30;23;7;OUI;OUI;2025-10-24T18:58:12+00:00;48.871347597383, 2.3414588347077;Paris;75056;
11020;Belfort - Voltaire;OUI;53;44;8;5;3;OUI;OUI;2025-10-24T18:57:51+00:00;48.8563358, 2.3829901;Paris;75056;
8008;Joseph Sansboeuf - Saint Lazare;OUI;32;16;14;13;1;OUI;OUI;2025-10-24T18:55:33+00:00;48.875315630653, 2.3229019716382;Paris;75056;
7111;Ecole Militaire - Place Joffre;OUI;26;15;11;9;2;OUI;OUI;2025-10-24T18:58:55+00:00;48.852060203583, 2.3017993569374;Paris;75056;
13205;Choisy - Pointe d'Ivry;OUI;24;21;3;0;3;OUI;OUI;2025-10-24T18:54:59+00:00;48.822154170359, 2.3633708034878;Paris;75056;
9025;Taitbout - Châteaudun;OUI;54;49;3;2;1;OUI;OUI;2025-10-24T18:57:58+00:00;48.876383969379, 2.3353566779335;Paris;75056;
31202;Gabriel Péri - Jules Ferry;OUI;25;4;20;6;14;OUI;OUI;2025-10-24T18:58:59+00:00;48.926182814311, 2.3912295762525;La Courneuve;93027;
7025;Octave Gréard - Tour Eiffel;OUI;33;5;27;18;9;OUI;OUI;2025-10-24T18:58:41+00:00;48.856502977696, 2.2931787543289;Paris;75056;
22019;Charles de Gaulle;NON;18;0;0;0;0;NON;NON;2025-10-24T18:57:43+00:00;48.885368380902, 2.2595618686871;Neuilly-sur-Seine;92051;
40007;Préfecture de Créteil;OUI;27;10;17;6;11;OUI;OUI;2025-10-24T18:56:54+00:00;48.783680285918, 2.4544713672215;Créteil;94028;
7201;Place De Fontenoy - Saxe;OUI;18;13;4;2;2;OUI;OUI;2025-10-24T18:55:13+00:00;48.850270554523, 2.3069813815839;Paris;75056;
12107;Diderot - Pierre Bourdan;OUI;21;13;6;6;0;OUI;OUI;2025-10-24T18:58:12+00:00;48.847648620797, 2.3902582749724;Paris;75056;
13035;Choisy - Tolbiac;OUI;20;10;9;3;6;OUI;OUI;2025-10-24T18:57:08+00:00;48.82591155587, 2.3602393269539;Paris;75056;
40014;Créteil Pointe du Lac;OUI;28;15;12;3;9;OUI;OUI;2025-10-24T18:54:11+00:00;48.769807356177, 2.4623027310281;Créteil;94028;
18134;Ney - Porte de Clignancourt;OUI;25;13;12;1;11;OUI;OUI;2025-10-24T18:58:27+00:00;48.8978867, 2.3458001;Paris;75056;
23011;Bineau - Louise Michel;OUI;26;14;8;4;4;OUI;OUI;2025-10-24T18:58:07+00:00;48.88666162207, 2.2843274474144;Levallois-Perret;92044;
47007;Liberté - Vert-de-Maisons;OUI;20;0;19;9;10;OUI;OUI;2025-10-24T18:56:10+00:00;48.790147809608, 2.4328628182411;Maisons-Alfort;94046;
15122;Place Charles Vallin;OUI;26;17;7;6;1;OUI;OUI;2025-10-24T18:58:36+00:00;48.835523812041, 2.3025986552238;Paris;75056;
13051;Halle Freyssinet - Parvis Alan Turing;OUI;37;34;3;2;1;OUI;OUI;2025-10-24T18:52:34+00:00;48.832846814471, 2.3711421713233;Paris;75056;
16005;Raymond Poincaré - Place Victor Hugo;OUI;25;21;3;0;3;OUI;OUI;2025-10-24T18:54:24+00:00;48.87030612437, 2.2850745414202;Paris;75056;
47008;Les Planètes;OUI;21;10;11;7;4;OUI;OUI;2025-10-24T18:53:43+00:00;48.80929410761, 2.4596271973784;Maisons-Alfort;94046;
26005;Hôtel de Ville d'Asnières sur Seine;OUI;30;0;29;21;8;OUI;OUI;2025-10-24T18:59:10+00:00;48.90999330025577, 2.288238108158112;Asnières-sur-Seine;92004;
8038;François 1er - Montaigne;OUI;53;32;20;20;0;OUI;OUI;2025-10-24T18:57:37+00:00;48.866887649978, 2.3066755757207;Paris;75056;
23801;Place de la Gare;OUI;20;15;4;4;0;OUI;OUI;2025-10-24T18:54:54+00:00;48.838513582184, 2.1866139007512;Garches;92033;
19204;Rampal - Belleville;OUI;20;1;16;1;15;OUI;OUI;2025-10-24T18:57:53+00:00;48.873114661405, 2.3798409114805;Paris;75056;
23703;Gare de Chaville Rive Gauche;OUI;18;16;2;0;2;OUI;OUI;2025-10-24T18:58:51+00:00;48.805160304345, 2.188277207315;Chaville;92022;
5201;Saint-Jacques - Soufflot;OUI;16;14;2;0;2;OUI;OUI;2025-10-24T18:58:51+00:00;48.846280383395, 2.3430785379567;Paris;75056;
14021;Place de la Porte de Châtillon;OUI;59;37;22;9;13;OUI;OUI;2025-10-24T18:57:26+00:00;48.8242469, 2.3186306;Paris;75056;
18206;Albert Kahn - Duhesme;OUI;38;32;5;0;5;OUI;OUI;2025-10-24T18:57:12+00:00;48.895623001056, 2.345815078896;Paris;75056;
13106;Bobillot - Paulin Mery;OUI;23;18;4;0;4;OUI;OUI;2025-10-24T18:55:12+00:00;48.829899841747, 2.3543356766749;Paris;75056;
18044;Clichy - Douai;OUI;32;11;17;6;11;OUI;OUI;2025-10-24T18:58:55+00:00;48.883687771522, 2.328063700029;Paris;75056;
2202;Réaumur - Montmartre;OUI;1;1;0;0;0;NON;NON;2025-07-24T09:26:03+00:00;48.86791186523, 2.3448715883461;Paris;75056;
11037;Faubourg Du Temple - Republique;OUI;38;1;34;26;8;OUI;OUI;2025-10-24T18:59:04+00:00;48.867872484749, 2.3648982158072;Paris;75056;
32004;Wilson - Landy;OUI;40;32;7;3;4;OUI;OUI;2025-10-24T18:50:14+00:00;48.91516726221354, 2.357633225619793;Saint-Denis;93066;
7109;Place Joffre - Frédéric le Play;OUI;38;7;30;27;3;OUI;OUI;2025-10-24T18:57:10+00:00;48.853754486938, 2.3044242337346;Paris;75056;
20137;Borrégo - Gambetta;OUI;25;25;0;0;0;OUI;OUI;2025-10-24T18:52:50+00:00;48.87330497045532, 2.4014145880937576;Paris;75056;
8039;Colisée - Champs-Elysées;OUI;24;9;7;2;5;OUI;OUI;2025-10-24T18:58:31+00:00;48.870475399387, 2.3076190799475;Paris;75056;
13001;Port-Royal - Hôpital du Val-de-Grâce;OUI;18;11;6;3;3;OUI;OUI;2025-10-24T18:56:51+00:00;48.837668272811, 2.3448138346607;Paris;75056;
16103;Traktir - Foch;OUI;22;16;5;2;3;OUI;OUI;2025-10-24T18:58:46+00:00;48.872755334614, 2.2915497802487;Paris;75056;
6010;Chevreuse - Montparnasse;OUI;15;6;8;4;4;OUI;OUI;2025-10-24T18:58:56+00:00;48.841739161231, 2.3315522167367;Paris;75056;
11014;Place de la Nation - Taillebourg;OUI;47;44;2;1;1;OUI;OUI;2025-10-24T18:53:08+00:00;48.8488408, 2.3973043;Paris;75056;
13010;Place d'Italie - Vincent Auriol;OUI;40;36;2;0;2;OUI;OUI;2025-10-24T18:55:37+00:00;48.831481874467, 2.3567550292319;Paris;75056;
11046;Place de la République - Voltaire;OUI;19;2;12;9;3;OUI;OUI;2025-10-24T18:56:08+00:00;48.866830968942, 2.3654810339212;Paris;75056;
31708;Noisy le Sec - Jean-Baptiste Clément;OUI;22;18;4;0;4;OUI;OUI;2025-10-24T18:54:42+00:00;48.874515389637, 2.4152836203575;Bagnolet;93006;
11009;Boulets - Voltaire;OUI;38;28;9;5;4;OUI;OUI;2025-10-24T18:59:00+00:00;48.85218705621, 2.3890301585197;Paris;75056;
1022;Danielle Casanova - Place Vendôme;OUI;37;23;11;9;2;OUI;OUI;2025-10-24T18:59:09+00:00;48.868266498223, 2.3304839059711;Paris;75056;
35001;Jean Jaurès - Ouvrières Pivéreuses;OUI;22;11;10;3;7;OUI;OUI;2025-10-24T18:57:53+00:00;48.910423437526, 2.3995766043663;Pantin;93055;
41301;Bois de Vincennes - Gare;OUI;50;31;17;14;3;OUI;OUI;2025-10-24T18:57:55+00:00;48.836022242887, 2.470833995083;Nogent-sur-Marne;94052;
11011;Richard Lenoir - Voltaire;OUI;25;2;21;17;4;OUI;OUI;2025-10-24T18:59:05+00:00;48.86164273878, 2.3727491497993;Paris;75056;
34014;Michelet - Dr Bauer;OUI;32;3;26;2;24;OUI;OUI;2025-10-24T18:58:48+00:00;48.906125424194, 2.3440374449846;Saint-Ouen-sur-Seine;93070;
11012;Montreuil - Voltaire;OUI;34;27;7;1;6;OUI;OUI;2025-10-24T18:54:22+00:00;48.850507011842, 2.3930755582745;Paris;75056;
21404;Jean Jaurès - Gare de Clamart;OUI;20;16;2;0;2;OUI;OUI;2025-10-24T18:56:20+00:00;48.81321981219, 2.2716768079163;Clamart;92023;
15105;Fédération - Suffren;OUI;25;6;18;16;2;OUI;OUI;2025-10-24T18:58:27+00:00;48.852828153442, 2.2978776320815;Paris;75056;
6001;Institut de France;OUI;17;12;2;1;1;OUI;OUI;2025-10-24T18:57:58+00:00;48.857615678565, 2.3358313530377;Paris;75056;
18205;Mauroy - Cheminots;OUI;32;25;6;2;4;OUI;OUI;2025-10-24T18:55:15+00:00;48.897715198403, 2.357895075822;Paris;75056;
17038;Grande Armée - Brunel;OUI;62;57;3;0;3;OUI;OUI;2025-10-24T18:51:53+00:00;48.876116, 2.288124;Paris;75056;
4108;Quai de Béthune - Pont de la Tournelle;OUI;25;6;17;6;11;OUI;OUI;2025-10-24T18:56:26+00:00;48.85097433194, 2.3563072085381;Paris;75056;
34015;Louis Dain - Rosiers;NON;0;0;0;0;0;NON;NON;2025-10-07T13:47:41+00:00;48.904676215771, 2.3379541963343;Saint-Ouen-sur-Seine;93070;
40010;Haut du Mont-Mesly;OUI;21;19;2;1;1;OUI;OUI;2025-10-24T18:52:21+00:00;48.780191921646, 2.4685737495183;Créteil;94028;
5020;Institut du Monde Arabe - Saint-Germain;OUI;40;4;31;24;7;OUI;OUI;2025-10-24T18:57:40+00:00;48.849063299501, 2.3558086529374;Paris;75056;
40012;Stade de la Habette;OUI;16;12;3;0;3;OUI;OUI;2025-10-24T18:57:28+00:00;48.774397033806, 2.4668785263921;Créteil;94028;
32001;Proudhon - Président Wilson;OUI;30;28;2;0;2;OUI;OUI;2025-10-24T18:53:08+00:00;48.906442763495, 2.3584905266762;Saint-Denis;93066;
40013;Hôtel de Ville de Créteil;OUI;36;4;32;15;17;OUI;OUI;2025-10-24T18:56:59+00:00;48.77699496201, 2.4552552404284;Créteil;94028;
23904;Avenue de la Paix - Chaillon;NON;0;0;0;0;0;NON;NON;2025-10-07T12:11:31+00:00;48.935291060802, 2.3260894310459;Villeneuve-la-Garenne;92078;
12201;Dugommier;OUI;53;15;38;23;15;OUI;OUI;2025-10-24T18:59:16+00:00;48.838811048815, 2.3896577954292;Paris;75056;
10208;Buisson Saint-Louis - Saint-Maur;NON;1;1;0;0;0;NON;NON;2024-09-22T20:12:08+00:00;48.872274029222, 2.3733284860819;Paris;75056;
40003;Centre Hospitalier Intercommunal de Créteil;OUI;17;15;1;1;0;OUI;OUI;2025-10-24T18:55:02+00:00;48.797078298909, 2.463801423807;Créteil;94028;
34501;Quai de Seine - Pont de l'île-Saint-Denis;NON;1;1;0;0;0;NON;NON;2025-10-24T18:58:55+00:00;48.935421446598, 2.3408389473018;L'Île-Saint-Denis;93039;
40004;Créteil Village;OUI;25;22;3;1;2;OUI;OUI;2025-10-24T18:50:23+00:00;48.79122395576, 2.4642198533952;Créteil;94028;
18014;Léon - Doudeauville;OUI;13;10;2;0;2;OUI;OUI;2025-10-24T18:57:18+00:00;48.888324218452, 2.3535733726386;Paris;75056;
40008;Créteil Pompadour;OUI;44;29;13;4;9;OUI;OUI;2025-10-24T18:55:05+00:00;48.773011623355, 2.435166164893;Créteil;94028;
15058;Place du Moulin de Javel;OUI;45;36;8;5;3;OUI;OUI;2025-10-24T18:57:29+00:00;48.84021670922, 2.2716060653329;Paris;75056;
40015;Iles de Loisirs de Créteil;OUI;24;12;12;3;9;OUI;OUI;2025-10-24T18:51:46+00:00;48.780258200618, 2.4455094301232;Créteil;94028;
21302;Aristide Briand - Place de la Résistance;OUI;25;16;9;7;2;OUI;OUI;2025-10-24T18:58:58+00:00;48.82124248401006, 2.2511002421379094;Issy-les-Moulineaux;92040;
51005;Yves Farges - Route d'Enghien;OUI;35;22;13;5;8;OUI;OUI;2025-10-24T18:57:17+00:00;48.95756799268, 2.2834496977978;Argenteuil;95018;
22304;ZAC des Louvresses;OUI;32;11;21;12;9;OUI;OUI;2025-10-24T18:58:22+00:00;48.943681749651, 2.3057864216906;Gennevilliers;92036;
30006;Pierre-Simon Girard  - Paris;OUI;1;1;0;0;0;NON;NON;2025-10-23T05:25:06+00:00;48.901342171637, 2.4560186601176;Bobigny;93008;
4010;Saint-Antoine Sévigné;OUI;26;7;16;12;4;OUI;OUI;2025-10-24T18:57:58+00:00;48.8550222, 2.3612322;Paris;75056;
10031;Louis Blanc - Aqueduc;OUI;37;28;6;2;4;OUI;OUI;2025-10-24T18:58:25+00:00;48.882030182599, 2.363561578095;Paris;75056;
33019;Madeleine Vionnet;OUI;34;23;17;6;11;OUI;OUI;2025-10-24T18:56:03+00:00;48.902519074064, 2.3740895837545;Aubervilliers;93001;
15001;Gare Montparnasse - Arrivée;OUI;43;5;38;25;13;OUI;OUI;2025-10-24T18:59:10+00:00;48.843827994315, 2.3225811123848;Paris;75056;
12127;Tremblay - Lac des Minimes;OUI;48;43;3;2;1;OUI;OUI;2025-10-24T18:52:15+00:00;48.834131261494, 2.4547516554594;Paris;75056;
35014;Charles de Gaulle - Jean Lolive;OUI;26;19;6;3;3;OUI;OUI;2025-10-24T18:57:25+00:00;48.8932644350857, 2.4126765131950383;Pantin;93055;
18043;Clichy - Place Blanche;OUI;20;8;12;0;12;OUI;OUI;2025-10-24T18:57:01+00:00;48.883601088297, 2.3332237824798;Paris;75056;
27004;Gare de la Garenne-Colombes;OUI;28;23;4;0;4;OUI;OUI;2025-10-24T18:56:58+00:00;48.909752, 2.239145;Colombes;92025;
8004;Malesherbes - Place de la Madeleine;OUI;67;30;38;33;5;OUI;OUI;2025-10-24T18:59:02+00:00;48.870406028483, 2.323243509808;Paris;75056;
10013;Alibert - Jemmapes;OUI;60;22;32;20;12;OUI;OUI;2025-10-24T18:55:22+00:00;48.871044051984, 2.3661044619878;Paris;75056;
15103;Cauchy - Cévennes;OUI;51;38;12;8;4;OUI;OUI;2025-10-24T18:57:09+00:00;48.843372571022, 2.2751328349113;Paris;75056;
15026;Bir Hakeim;OUI;33;20;13;8;5;OUI;OUI;2025-10-24T18:56:15+00:00;48.853844054334, 2.289705348222;Paris;75056;
31029;Vincennes - François Debergue;NON;1;1;0;0;0;NON;NON;2025-10-22T06:14:54+00:00;48.857497590947, 2.4375258284792;Montreuil;93048;
19203;Pailleron - Bouret;OUI;27;25;2;1;1;OUI;OUI;2025-10-24T18:58:01+00:00;48.880516995482, 2.3763902374411;Paris;75056;
17123;Mstislav Rostropovitch - Berthier;OUI;18;1;16;6;10;OUI;OUI;2025-10-24T18:53:42+00:00;48.892120821173975, 2.309234105050564;Paris;75056;
1002;Victoria - Place du Chatelet;OUI;22;2;19;14;5;OUI;OUI;2025-10-24T18:58:19+00:00;48.857992591527, 2.3469167947769;Paris;75056;
8052;Balzac - Champs Elysées;OUI;30;27;1;1;0;OUI;OUI;2025-10-24T18:54:18+00:00;48.872699639621, 2.3001953959465;Paris;75056;
30001;Hôtel de Ville - Adrienne Bolland;OUI;0;0;0;0;0;NON;NON;2025-10-07T12:27:15+00:00;48.905280057722, 2.4455443018674;Bobigny;93008;
23805;Suresnes - Place du Souvenir Français;OUI;0;0;0;0;0;NON;NON;2025-10-22T06:16:35+00:00;48.847007898514, 2.1941100043056;Garches;92033;
