Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
35007;Benjamin Delessert - Jean Lolive;OUI;21;18;3;0;3;OUI;OUI;2025-10-24T18:56:54+00:00;48.89392043619345, 2.417981922626496;Pantin;93055;
23003;Président Wilson - Baudin;OUI;28;17;10;10;0;OUI;OUI;2025-10-24T18:56:41+00:00;48.89826887103676, 2.2849336266517644;Levallois-Perret;92044;
47001;Place de la Gare;OUI;46;23;22;20;2;OUI;OUI;2025-10-24T18:58:58+00:00;48.80253358011283, 2.4275037646293645;Maisons-Alfort;94046;
19108;Gaston Tessier - Rosa Parks RER;OUI;37;33;4;2;2;OUI;OUI;2025-10-24T18:57:36+00:00;48.8963765, 2.3743692;Paris;75056;
14010;Jean Moulin - Place Victor et Hélène Basch;OUI;41;17;21;11;10;OUI;OUI;2025-10-24T18:56:41+00:00;48.82764910241, 2.3261967301369;Paris;75056;
44007;Camille Groult - Guy Môquet;OUI;22;7;14;9;5;OUI;OUI;2025-10-24T18:59:09+00:00;48.787482746521306, 2.3976725712418556;Vitry-sur-Seine;94081;
43001;Paris - Laitières;OUI;22;18;4;0;4;OUI;OUI;2025-10-24T18:56:35+00:00;48.846302741513, 2.4207553267479;Vincennes;94080;
4002;Marché aux fleurs;OUI;23;9;13;5;8;OUI;OUI;2025-10-24T18:58:44+00:00;48.855258115391, 2.3473754525185;Paris;75056;
40005;Conservatoire Marcel Dadi;OUI;26;18;9;6;3;OUI;OUI;2025-10-24T18:56:58+00:00;48.790090379157, 2.4535970427243;Créteil;94028;
42501;Raspail - Albert Schweitzer;OUI;28;16;12;8;4;OUI;OUI;2025-10-24T18:58:19+00:00;48.81031545, 2.34395871;Gentilly;94037;
17107;Berthier - Place Stuart Merril;OUI;37;26;11;8;3;OUI;OUI;2025-10-24T18:58:45+00:00;48.885927922355044, 2.2933450341224675;Paris;75056;
42209;Place de l'Europe - Quai de Bercy;OUI;17;3;13;10;3;OUI;OUI;2025-10-24T18:58:06+00:00;48.82529858840266, 2.3945679143071175;Charenton-le-Pont;94018;
15057;Lucien Bossoutrot - Général Martial Vallin;OUI;39;34;5;3;2;OUI;OUI;2025-10-24T18:57:11+00:00;48.836956046311, 2.2741072252393;Paris;75056;
22206;Louis Pasteur - Albert Petit;OUI;31;23;6;2;4;OUI;OUI;2025-10-24T18:54:09+00:00;48.796261, 2.317289;Bagneux;92007;
15004;Vaugirard - Pasteur;OUI;21;5;15;8;7;OUI;OUI;2025-10-24T18:55:59+00:00;48.84040868803496, 2.3154367133975033;Paris;75056;
15030;Emeriau - Beaugrenelle;OUI;74;8;62;58;4;OUI;OUI;2025-10-24T18:59:10+00:00;48.84791249714942, 2.2843059897422795;Paris;75056;
23010;Voltaire - Anatole France;OUI;27;19;8;6;2;OUI;OUI;2025-10-24T18:56:25+00:00;48.891999360256904, 2.284262739121914;Levallois-Perret;92044;
9114;Faubourg Poissonnière - Dunkerque;OUI;30;25;2;0;2;OUI;OUI;2025-10-24T18:53:50+00:00;48.880883445404436, 2.349934279918671;Paris;75056;
15005;Place Jacques et Thérèse Tréfouël;OUI;43;24;18;5;13;OUI;OUI;2025-10-24T18:59:16+00:00;48.842726498317, 2.3125657439232;Paris;75056;
12007;Gare de Lyon - Chalon;OUI;45;0;44;38;6;OUI;OUI;2025-10-24T18:58:51+00:00;48.845666194202, 2.3741452395916;Paris;75056;
18006;Square Louise Michel;OUI;36;27;6;1;5;OUI;OUI;2025-10-24T18:56:11+00:00;48.884687354509, 2.3441386967897;Paris;75056;
44101;Place Mongolfier;OUI;39;21;18;11;7;OUI;OUI;2025-10-24T18:58:29+00:00;48.815160030060376, 2.4592879414558415;Saint-Maurice;94069;
21401;Mairie de Clamart;OUI;33;31;2;0;2;OUI;OUI;2025-10-24T18:56:32+00:00;48.800612, 2.262151;Clamart;92023;
13032;Italie - Jardin Joan Miro;OUI;26;24;1;0;1;OUI;OUI;2025-10-24T18:56:52+00:00;48.81990914045756, 2.3592948541045193;Paris;75056;
13044;Place Jeanne d'Arc;OUI;36;29;6;2;4;OUI;OUI;2025-10-24T18:59:16+00:00;48.829575, 2.369126;Paris;75056;
10165;Gare de l'Est - Place du 11 Novembre 1918;OUI;40;28;9;6;3;OUI;OUI;2025-10-24T18:59:11+00:00;48.876327, 2.3585464;Paris;75056;
9027;Douai - Pierre Fontaine;OUI;25;7;18;3;15;OUI;OUI;2025-10-24T18:57:55+00:00;48.88229101148092, 2.33324121683836;Paris;75056;
15064;Javel - André Citroën;OUI;45;2;43;37;6;OUI;OUI;2025-10-24T18:59:13+00:00;48.846276485475, 2.2786368057132;Paris;75056;
17108;Bessières - Porte de Clichy;OUI;33;28;4;4;0;OUI;OUI;2025-10-24T18:58:07+00:00;48.89611762451474, 2.31790903955698;Paris;75056;
13128;Quai de la Gare - Pont de Bercy;OUI;30;3;27;21;6;OUI;OUI;2025-10-24T18:59:06+00:00;48.83730787972, 2.3740861260598;Paris;75056;
8037;Monceau - Malesherbes;OUI;38;34;3;1;2;OUI;OUI;2025-10-24T18:58:37+00:00;48.8795079, 2.3145456;Paris;75056;
8020;Batignolles - Beudant;OUI;44;39;3;0;3;OUI;OUI;2025-10-24T18:58:23+00:00;48.882164014664, 2.3198529705405;Paris;75056;
15022;Emile Zola - Fondary;OUI;42;22;20;14;6;OUI;OUI;2025-10-24T18:59:15+00:00;48.847051143113745, 2.2953405976295476;Paris;75056;
18003;Cimetière de Montmartre;OUI;43;35;6;3;3;OUI;OUI;2025-10-24T18:58:37+00:00;48.886472466142, 2.3328901827335;Paris;75056;
23004;Paul Vaillant-Couturier - Victor Hugo;OUI;36;26;8;5;3;OUI;OUI;2025-10-24T18:57:44+00:00;48.89819702263572, 2.293848017974069;Levallois-Perret;92044;
22303;Lucien Lanternier - Le Luth;OUI;27;6;15;11;4;OUI;OUI;2025-10-24T18:58:14+00:00;48.93159430558871, 2.2889783978462224;Gennevilliers;92036;
22408;Place du 14 Juillet;OUI;22;18;2;0;2;OUI;OUI;2025-10-24T18:57:13+00:00;48.819266959525, 2.3011998832226;Malakoff;92046;
92001;Mairie de quartier du Plateau - Mont-Valérien;OUI;20;19;1;1;0;OUI;OUI;2025-10-24T18:50:34+00:00;48.8799933, 2.2072437;Nanterre;92050;
21306;Place Lafayette;OUI;62;37;24;20;4;OUI;OUI;2025-10-24T18:55:47+00:00;48.829654975522, 2.2638675570488;Issy-les-Moulineaux;92040;
16002;Pergolèse - Malakoff;OUI;38;30;6;2;4;OUI;OUI;2025-10-24T18:58:28+00:00;48.87521088779225, 2.2842781618237495;Paris;75056;
33015;Charles Tillon - Cimetière Communal;OUI;30;0;28;11;17;OUI;OUI;2025-10-24T18:59:10+00:00;48.91844023641836, 2.3935630917549138;Aubervilliers;93001;
6027;Blaise-Desgoffe - Vaugirard;OUI;32;13;12;9;3;OUI;OUI;2025-10-24T18:57:23+00:00;48.846128877747, 2.3242672160268;Paris;75056;
7017;La Motte-Picquet - La Tour Maubourg;OUI;40;17;22;19;3;OUI;OUI;2025-10-24T18:57:56+00:00;48.856926701847, 2.3096215831203;Paris;75056;
18007;Goutte d'or - Barbès;OUI;20;13;7;1;6;OUI;OUI;2025-10-24T18:57:58+00:00;48.885124323627, 2.3496962338686;Paris;75056;
12018;Saint-Mandé - Fabre d'Eglantine;OUI;34;29;5;1;4;OUI;OUI;2025-10-24T18:55:17+00:00;48.8453579, 2.3965022;Paris;75056;
19128;Quai de l'Oise - Aisne;OUI;30;5;22;5;17;OUI;OUI;2025-10-24T18:54:22+00:00;48.8906231, 2.3833701;Paris;75056;
17119;Toqueville - Cardinet;OUI;33;27;5;3;2;OUI;OUI;2025-10-24T18:57:24+00:00;48.88490187110713, 2.3109393194317818;Paris;75056;
4020;Place Edmond Michelet;OUI;23;2;18;17;1;OUI;OUI;2025-10-24T18:58:57+00:00;48.860134890542, 2.3500636965036;Paris;75056;
9004;Gérando - Rochechouart;OUI;21;13;5;1;4;OUI;OUI;2025-10-24T18:56:05+00:00;48.88294340845, 2.3464846238494;Paris;75056;
5012;Estrapade - Ulm;OUI;16;11;4;0;4;OUI;OUI;2025-10-24T18:56:30+00:00;48.84512772828, 2.3454568170362;Paris;75056;
51002;Placette Grégoire Collas;OUI;25;17;6;5;1;OUI;OUI;2025-10-24T18:57:49+00:00;48.94342014002797, 2.2487476095557213;Argenteuil;95018;
43010;La Jarry - Place Diderot;OUI;25;18;6;3;3;OUI;OUI;2025-10-24T18:56:55+00:00;48.849726940367, 2.4520137906075;Vincennes;94080;
32601;Porte des Lilas - Faidherbe;OUI;39;34;2;1;1;OUI;OUI;2025-10-24T18:56:42+00:00;48.87861855668978, 2.4120327830314636;Les Lilas;93045;
11017;Charonne - Bureau;OUI;47;39;8;1;7;OUI;OUI;2025-10-24T18:58:03+00:00;48.854176, 2.396093;Paris;75056;
33016;Fort d'Aubervilliers;OUI;22;3;19;7;12;OUI;OUI;2025-10-24T18:59:07+00:00;48.91502382370325, 2.4035281687974925;Aubervilliers;93001;
1021;Halles - Bourdonnais;OUI;20;3;15;14;1;OUI;OUI;2025-10-24T18:52:36+00:00;48.860448992575, 2.3460162431002;Paris;75056;
12026;Place Ginette Hamelin;OUI;51;8;42;33;9;OUI;OUI;2025-10-24T18:55:59+00:00;48.837853, 2.382064;Paris;75056;
35006;Delizy - Louis Nadot;OUI;22;18;4;3;1;OUI;OUI;2025-10-24T18:59:12+00:00;48.896212845581346, 2.4094578623771667;Pantin;93055;
6012;Saint-Germain - Ciseaux;OUI;18;2;15;13;2;OUI;OUI;2025-10-24T18:56:10+00:00;48.853305277595, 2.3344654618827;Paris;75056;
41205;Maréchal Joffre - Verdun;OUI;20;18;1;0;1;OUI;OUI;2025-10-24T18:52:34+00:00;48.85385, 2.470307;Fontenay-sous-Bois;94033;
9024;Taitbout - La Fayette;OUI;53;22;29;27;2;OUI;OUI;2025-10-24T18:56:22+00:00;48.8733298892, 2.3352625966072;Paris;75056;
22015;Île de la Jatte;OUI;23;8;14;11;3;OUI;OUI;2025-10-24T18:57:54+00:00;48.894036161302104, 2.2666339203715324;Neuilly-sur-Seine;92051;
19210;Place des Fêtes - Solitaires;OUI;29;29;0;0;0;NON;NON;2025-08-11T11:58:55+00:00;48.876644633122, 2.3920327806309;Paris;75056;
44005;Place Saint-Just;OUI;22;3;18;6;12;OUI;OUI;2025-10-24T18:58:02+00:00;48.790379518724265, 2.3895226791501045;Vitry-sur-Seine;94081;
17111;Lemercier - Cardinet;OUI;24;18;6;2;4;OUI;OUI;2025-10-24T18:55:43+00:00;48.890097168851746, 2.317377626895905;Paris;75056;
15011;Cambronne - Villa Croix Nivert;OUI;62;57;3;1;2;OUI;OUI;2025-10-24T18:58:37+00:00;48.845847561366, 2.3017574474216;Paris;75056;
92006;Place Nelson Mandela;OUI;30;17;12;9;3;OUI;OUI;2025-10-24T18:46:46+00:00;48.897874318180556, 2.2182820737361912;Nanterre;92050;
10162;Alexandre Parodi - Quai de Valmy;OUI;24;19;4;3;1;OUI;OUI;2025-10-24T18:58:56+00:00;48.879359419425, 2.3665961623192;Paris;75056;
12038;Picpus - Louis Braille;OUI;58;50;6;2;4;OUI;OUI;2025-10-24T18:54:30+00:00;48.839988788912, 2.4005256685521;Paris;75056;
13009;Auguste Blanqui - Corvisart;OUI;26;19;7;2;5;OUI;OUI;2025-10-24T18:57:39+00:00;48.8300989, 2.3502726;Paris;75056;
12005;Crozatier - Faubourg Saint-Antoine;OUI;42;0;36;31;5;OUI;OUI;2025-10-24T18:59:10+00:00;48.850440013405, 2.378901366211;Paris;75056;
27005;Gare du Stade;OUI;20;8;10;6;4;OUI;OUI;2025-10-24T18:59:02+00:00;48.9312676, 2.2603778;Colombes;92025;
13516;Glacière - Soeur Catherine Marie;OUI;40;30;8;7;1;OUI;OUI;2025-10-24T18:58:52+00:00;48.829522989420596, 2.343570403754711;Paris;75056;
44016;Balzac - Olympes de Gouges;OUI;28;22;6;2;4;OUI;OUI;2025-10-24T18:49:30+00:00;48.778503324868, 2.4006786569953;Vitry-sur-Seine;94081;
12155;Rottembourg - Général Michel Bizot;OUI;43;30;13;8;5;OUI;OUI;2025-10-24T18:52:51+00:00;48.83787825992554, 2.4044052511453633;Paris;75056;
15071;Suffren - Champ de Mars;OUI;23;10;12;11;1;OUI;OUI;2025-10-24T18:57:51+00:00;48.8547194, 2.2952168;Paris;75056;
9011;Geoffroy - Marie;OUI;20;2;16;14;2;OUI;OUI;2025-10-24T18:54:49+00:00;48.873781940593325, 2.344513876337893;Paris;75056;
8201;Arsène Houssaye - Friedland;OUI;29;27;1;1;0;OUI;OUI;2025-10-24T18:57:59+00:00;48.874510616163, 2.2994716674148;Paris;75056;
9034;Godot de Mauroy - Madeleine;OUI;22;15;1;0;1;OUI;OUI;2025-10-24T18:58:10+00:00;48.869789, 2.326347;Paris;75056;
15311;Quai du Président Roosevelt - Pont Aval;OUI;30;23;6;4;2;OUI;OUI;2025-10-24T18:50:55+00:00;48.834388367639, 2.2656820714474;Paris;75056;
12035;Madagascar - Meuniers;OUI;47;29;16;11;5;OUI;OUI;2025-10-24T18:58:28+00:00;48.83460464474706, 2.3970650508999825;Paris;75056;
46003;Conservatoire de Musique;OUI;25;11;14;7;7;OUI;OUI;2025-10-24T18:56:26+00:00;48.770935866676, 2.4034014344215;Choisy-le-Roi;94022;
41211;Louis Xavier de Ricard - Ancienne Mairie;OUI;34;24;8;1;7;OUI;OUI;2025-10-24T18:57:58+00:00;48.84629899065091, 2.472420372068882;Fontenay-sous-Bois;94033;
9102;Londres - Place d'Estienne d'Orves;OUI;25;19;2;0;2;OUI;OUI;2025-10-24T18:53:38+00:00;48.876693805756986, 2.3305362090468407;Paris;75056;
44011;Lebrun - Colonel Fabien;OUI;27;24;3;2;1;OUI;OUI;2025-10-24T18:58:58+00:00;48.78266870733145, 2.381317801773548;Vitry-sur-Seine;94081;
9006;Dunkerque - Trudaine;OUI;16;4;11;2;9;OUI;OUI;2025-10-24T18:58:44+00:00;48.88215166773376, 2.3463253676891327;Paris;75056;
12101;Charenton - Prague;OUI;26;0;26;24;2;OUI;OUI;2025-10-24T18:58:43+00:00;48.848175129981, 2.3763584494312;Paris;75056;
8116;Champs-Elysees - Bassano;OUI;25;25;0;0;0;NON;NON;2021-02-21T19:09:18+00:00;48.871811807816, 2.300238981843;Paris;75056;
21707;Square Etienne Jarousse;OUI;25;25;0;0;0;OUI;OUI;2025-10-24T18:57:39+00:00;48.82485182597129, 2.2925933450460434;Vanves;92075;
18030;Joseph Dijon - Ornano;OUI;37;28;4;2;2;OUI;OUI;2025-10-24T18:59:02+00:00;48.89374453351521, 2.3476678133010864;Paris;75056;
5001;Harpe - Saint-Germain;OUI;45;5;40;35;5;OUI;OUI;2025-10-24T18:58:48+00:00;48.851518815017, 2.3436703160405;Paris;75056;
5024;Place Monge;OUI;21;13;7;0;7;OUI;OUI;2025-10-24T18:59:16+00:00;48.842761803051, 2.3524079471827;Paris;75056;
3102;Bourg l'Abbé - Saint-Martin;OUI;61;0;57;41;16;OUI;OUI;2025-10-24T18:58:03+00:00;48.863933319493, 2.352406270802;Paris;75056;
31005;Square Denise Buisson;OUI;45;39;5;1;4;OUI;OUI;2025-10-24T18:58:09+00:00;48.8562322730982, 2.426436245441437;Montreuil;93048;
21315;Jules Guesdes - Général de Gaulle;OUI;24;19;4;1;3;OUI;OUI;2025-10-24T18:56:52+00:00;48.81930581291959, 2.278934195637703;Issy-les-Moulineaux;92040;
21314;Chemin de Bretagne;OUI;29;20;8;6;2;OUI;OUI;2025-10-24T18:55:29+00:00;48.824753068884, 2.2588385956052;Issy-les-Moulineaux;92040;
23102;Hôtel de Ville de Sèvres;OUI;32;17;15;13;2;OUI;OUI;2025-10-24T18:55:26+00:00;48.824363561289, 2.2131047397852;Sèvres;92072;
12028;Vivaldi - Antoine-Julien Hénard;OUI;27;22;5;3;2;OUI;OUI;2025-10-24T18:59:05+00:00;48.841923663276546, 2.389728979467376;Paris;75056;
21402;Place Aimé Césaire;OUI;27;23;3;3;0;OUI;OUI;2025-10-24T18:56:08+00:00;48.783194713067815, 2.2429127991199493;Clamart;92023;
10021;Marché Saint-Quentin;OUI;15;6;8;0;8;OUI;OUI;2025-10-24T18:56:26+00:00;48.877356057652, 2.3545114456374;Paris;75056;
13018;Bruant - Vincent Auriol;OUI;25;18;5;1;4;OUI;OUI;2025-10-24T18:54:04+00:00;48.834848452929, 2.3668264996271;Paris;75056;
7202;Constant Coquelin - Invalides;OUI;31;20;9;4;5;OUI;OUI;2025-10-24T18:57:59+00:00;48.848283157236, 2.315749520203;Paris;75056;
21303;Jean Monnet - Iles;OUI;32;25;5;3;2;OUI;OUI;2025-10-24T18:52:17+00:00;48.823393984057304, 2.2497073194874866;Issy-les-Moulineaux;92040;
5115;Buffon - Jardin des Plantes;OUI;30;2;27;20;7;OUI;OUI;2025-10-24T18:58:40+00:00;48.842668466104875, 2.3618587106466293;Paris;75056;
9007;Condorcet - Turgot;OUI;20;8;11;1;10;OUI;OUI;2025-10-24T18:58:07+00:00;48.87985155789093, 2.345232367515564;Paris;75056;
4019;Cloître Saint-Merri - Renard;OUI;32;3;28;11;17;OUI;OUI;2025-10-24T18:58:41+00:00;48.858835448898, 2.3518279194832;Paris;75056;
15127;Place Charles Michels;OUI;37;15;22;19;3;OUI;OUI;2025-10-24T18:55:23+00:00;48.846401, 2.28502;Paris;75056;
21319;Esplanade du Foncet - Camille Desmoulins;OUI;28;20;5;3;2;OUI;OUI;2025-10-24T18:56:04+00:00;48.827090233495, 2.2606857866049;Issy-les-Moulineaux;92040;
41401;Marne - Charles de Gaulle;OUI;27;11;15;4;11;OUI;OUI;2025-10-24T18:55:50+00:00;48.815071719544434, 2.4121668934822087;Alfortville;94002;
15129;Hôpital Necker;OUI;40;14;25;22;3;OUI;OUI;2025-10-24T18:57:04+00:00;48.846043490118454, 2.313245013356209;Paris;75056;
20044;Davout - Volga;OUI;28;19;8;1;7;OUI;OUI;2025-10-24T18:54:04+00:00;48.852919679957296, 2.410522909779111;Paris;75056;
51001;Gare d'Argenteuil;OUI;40;33;4;2;2;OUI;OUI;2025-10-23T05:31:15+00:00;48.947022436806705, 2.256898172199726;Argenteuil;95018;
2013;Favart - Italiens;OUI;17;11;4;2;2;OUI;OUI;2025-10-24T18:53:56+00:00;48.871446353921, 2.3382901058508;Paris;75056;
6022;Marché Saint-Germain;OUI;21;0;21;18;3;OUI;OUI;2025-10-24T18:59:16+00:00;48.85165625855281, 2.335500307381153;Paris;75056;
43202;Pavé Grignon - Bretagne;NON;1;1;0;0;0;NON;NON;2025-07-24T09:25:26+00:00;48.757926073227, 2.4036482119581;Thiais;94073;
15006;Cherche-Midi - Hôpital Necker;OUI;38;15;21;14;7;OUI;OUI;2025-10-24T18:58:52+00:00;48.84461063309956, 2.317914068698883;Paris;75056;
10019;Paradis - Hauteville;OUI;31;0;30;15;15;OUI;OUI;2025-10-24T18:55:23+00:00;48.874999954666755, 2.3522757401923404;Paris;75056;
13052;Leredde - Tolbiac;OUI;44;24;19;14;5;OUI;OUI;2025-10-24T18:58:07+00:00;48.82887629664, 2.3744382709265;Paris;75056;
41203;Stalingrad - Rigollots;OUI;51;43;6;4;2;OUI;OUI;2025-10-24T18:55:56+00:00;48.84997403844251, 2.45557576417923;Fontenay-sous-Bois;94033;
41403;Gare RER - Malleret-Joinville;OUI;20;9;10;0;10;OUI;OUI;2025-10-24T18:56:28+00:00;48.802936, 2.42531;Alfortville;94002;
10033;Gare du Nord - Saint-Vincent de Paul;OUI;24;20;5;1;4;OUI;OUI;2025-10-24T18:57:42+00:00;48.880955741648, 2.3524305148385;Paris;75056;
33014;Parc Eli Lotar;OUI;20;15;4;2;2;OUI;OUI;2025-10-24T18:52:08+00:00;48.91844993053703, 2.3727085813879967;Aubervilliers;93001;
18039;Jardins d'Eole;OUI;20;17;1;0;1;OUI;OUI;2025-10-24T18:53:25+00:00;48.8869703, 2.3668488;Paris;75056;
15070;Balard - Montagne de la Fage;OUI;36;10;25;22;3;OUI;OUI;2025-10-24T18:58:47+00:00;48.838507403334, 2.2782871127129;Paris;75056;
20022;Porte de Bagnolet;OUI;33;31;2;0;2;OUI;OUI;2025-10-24T18:56:35+00:00;48.864707139122984, 2.408344637349607;Paris;75056;
20105;Benoît Frachon - République;OUI;30;24;6;1;5;OUI;OUI;2025-10-24T18:50:16+00:00;48.85230729014318, 2.415605485439301;Paris;75056;
12036;Reuilly - Place Felix Eboue;OUI;42;32;8;0;8;OUI;OUI;2025-10-24T18:57:19+00:00;48.84030274499962, 2.394630398715453;Paris;75056;
33103;Jean Jaurès - Jules Jacquemin;OUI;24;16;4;0;4;OUI;OUI;2025-10-24T18:55:31+00:00;48.88433053604843, 2.4082902455152104;Le Pré-Saint-Gervais;93061;
10008;Cité Riverin - Château d'Eau;OUI;18;1;14;8;6;OUI;OUI;2025-10-24T18:57:22+00:00;48.870702423554306, 2.358739863900845;Paris;75056;
14032;Mairie du 14ème;OUI;32;28;4;4;0;OUI;OUI;2025-10-24T18:54:27+00:00;48.83254578123, 2.3254923149943;Paris;75056;
42505;Charles Frérot - Albert Guilpin;OUI;30;26;4;1;3;OUI;OUI;2025-10-24T18:57:30+00:00;48.8155839183714, 2.3505029082298283;Gentilly;94037;
14011;Place des Droits de l'Enfant;OUI;39;35;2;1;1;OUI;OUI;2025-10-24T18:50:38+00:00;48.8274804, 2.3319217;Paris;75056;
10032;Claude Vellefaux - Hôpital Saint-Louis;OUI;32;21;9;3;6;OUI;OUI;2025-10-24T18:54:24+00:00;48.872859139003, 2.3700717069851;Paris;75056;
6002;Saint-Benoît - Jacob;OUI;23;9;13;13;0;OUI;OUI;2025-10-24T18:56:06+00:00;48.85545136013941, 2.3334722220897675;Paris;75056;
48004;Maxime Gorki - Louis Aragon;OUI;20;16;3;1;2;OUI;OUI;2025-10-24T18:53:08+00:00;48.78909814728443, 2.368387877941132;Villejuif;94076;
14031;Didot - Place de Moro-Giafferi;OUI;22;13;9;5;4;OUI;OUI;2025-10-24T18:59:12+00:00;48.8337, 2.3215;Paris;75056;
1006;Grande Truanderie - Saint-Denis;OUI;33;8;23;18;5;OUI;OUI;2025-10-24T18:57:45+00:00;48.8626302, 2.3498075;Paris;75056;
16019;Porte de la Muette;OUI;36;34;2;1;1;OUI;OUI;2025-10-24T18:59:12+00:00;48.86302317841182, 2.2687188170157406;Paris;75056;
19110;Square Claude Bernard;OUI;30;19;9;2;7;OUI;OUI;2025-10-24T18:51:01+00:00;48.89876016219984, 2.375325746834278;Paris;75056;
33012;Landy - Heurtault;OUI;30;23;3;1;2;OUI;OUI;2025-10-24T18:53:36+00:00;48.915096534520316, 2.375951372087002;Aubervilliers;93001;
4006;Bourdon - Pont Morland;OUI;52;10;41;29;12;OUI;OUI;2025-10-24T07:27:52+00:00;48.8478103, 2.3659356;Paris;75056;
17024;Villiers - Batignolles;OUI;23;15;6;1;5;OUI;OUI;2025-10-24T18:59:04+00:00;48.881252538461, 2.3165384307504;Paris;75056;
45002;Roger Salengro - Général de Gaulle;OUI;27;5;20;13;7;OUI;OUI;2025-10-24T18:54:11+00:00;48.820029010376956, 2.4846760556101803;Champigny-sur-Marne;94017;
11033;Bréguet - Sabin;OUI;33;4;24;21;3;OUI;OUI;2025-10-24T18:58:32+00:00;48.856931678257, 2.3706749462105;Paris;75056;
15128;Cadix - Hameau;OUI;37;25;10;4;6;OUI;OUI;2025-10-24T18:58:21+00:00;48.8340107632249, 2.289516180753708;Paris;75056;
43201;Place du Général Leclerc;NON;1;1;0;0;0;NON;NON;2025-10-23T05:24:50+00:00;48.76529107158, 2.3926565092808;Thiais;94073;
18004;Place des Abbesses;OUI;12;3;8;1;7;OUI;OUI;2025-10-24T18:56:37+00:00;48.884542726149725, 2.3386867716908455;Paris;75056;
40006;Université Paris Est Créteil;OUI;43;20;22;19;3;OUI;OUI;2025-10-24T18:57:57+00:00;48.787714467944, 2.4461909509055;Créteil;94028;
16013;Mairie du 16ème;OUI;35;30;3;2;1;OUI;OUI;2025-10-24T18:56:56+00:00;48.863936848471994, 2.2765953093767166;Paris;75056;
14026;Plantes - Moulin Vert;OUI;45;42;3;1;2;OUI;OUI;2025-10-24T18:58:11+00:00;48.83005755305626, 2.3232302069664006;Paris;75056;
20008;Pyrénées - Avron;OUI;32;28;3;0;3;OUI;OUI;2025-10-24T18:57:09+00:00;48.853246898211985, 2.405871044529538;Paris;75056;
16012;Flandrin - Longchamp;OUI;42;40;2;1;1;OUI;OUI;2025-10-24T18:51:52+00:00;48.86877849178477, 2.274354539176829;Paris;75056;
12019;Gare de Reuilly - Picpus;OUI;28;18;7;4;3;OUI;OUI;2025-10-24T18:54:40+00:00;48.84267354116789, 2.3972943797707558;Paris;75056;
16036;Porte Molitor;OUI;60;3;54;37;17;OUI;OUI;2025-10-24T18:58:39+00:00;48.84524763511433, 2.2569015249609947;Paris;75056;
20104;Louis Lumière.;OUI;22;20;2;0;2;OUI;OUI;2025-10-24T18:52:59+00:00;48.86216198070008, 2.41112578185621;Paris;75056;
12015;Place de la Nation - Picpus;OUI;36;31;5;1;4;OUI;OUI;2025-10-24T18:56:37+00:00;48.846821681548, 2.4001130461693;Paris;75056;
14135;Jourdan - Cité Universitaire;OUI;39;36;3;1;2;OUI;OUI;2025-10-24T18:51:17+00:00;48.819897343156676, 2.3397007964124366;Paris;75056;
14001;Edgar Quinet - Gaité;OUI;27;0;26;1;25;OUI;OUI;2025-10-24T18:57:49+00:00;48.841160928966, 2.324595451355;Paris;75056;
8110;Gare Saint-Lazare - Stockholm;OUI;32;26;5;4;1;OUI;OUI;2025-10-24T18:58:37+00:00;48.877127316667654, 2.322417162358761;Paris;75056;
26004;Gare RER les Grésillons;OUI;22;3;19;15;4;OUI;OUI;2025-10-24T18:59:08+00:00;48.919898633572764, 2.31458459136273;Asnières-sur-Seine;92004;
12156;Niger - Soult;OUI;24;17;7;5;2;OUI;OUI;2025-10-24T18:52:26+00:00;48.84369906369085, 2.410361237220498;Paris;75056;
18139;Poissonniers - Championnet;OUI;28;23;2;1;1;OUI;OUI;2025-10-24T18:57:44+00:00;48.89543299733937, 2.3530178144574165;Paris;75056;
6104;Herschel - Observatoire;OUI;56;33;21;5;16;OUI;OUI;2025-10-24T18:59:15+00:00;48.84342376221923, 2.3376645147800446;Paris;75056;
16042;Murat - Porte de Saint-Cloud;OUI;38;3;31;25;6;OUI;OUI;2025-10-24T18:58:57+00:00;48.83750862621299, 2.2577651962637906;Paris;75056;
13005;Cordelières - Arago;OUI;60;55;5;3;2;OUI;OUI;2025-10-24T18:56:54+00:00;48.83548071896613, 2.348572461702221;Paris;75056;
15008;Sèvres - Lecourbe;OUI;62;50;10;5;5;OUI;OUI;2025-10-24T18:58:53+00:00;48.8447677, 2.3110086;Paris;75056;
19201;Petit - Georges Thill;OUI;23;6;16;5;11;OUI;OUI;2025-10-24T18:58:05+00:00;48.88603131999171, 2.3895753175020222;Paris;75056;
22201;Henri Ravera - Gabriel Péri;OUI;30;23;6;0;6;OUI;OUI;2025-10-24T18:57:51+00:00;48.79722273833844, 2.302115857601166;Bagneux;92007;
41405;Place de l'Europe - Alfortville;OUI;24;2;20;17;3;OUI;OUI;2025-10-24T18:58:00+00:00;48.78913702405837, 2.4284800887107854;Alfortville;94002;
11112;Jules Vallès - Charonne;OUI;23;11;12;8;4;OUI;OUI;2025-10-24T18:58:27+00:00;48.854284379935, 2.3847674578428;Paris;75056;
